,CustomerID,Age,TransactionCount,Recency,AverageAmount,TotalAmount,Segment
33524,C6234224,27,1,141,590.0,590.0,Big Spenders
33525,C6234249,38,1,206,200.0,200.0,Hibernating Customers
33526,C6234287,38,1,146,200.0,200.0,Hibernating Customers
33527,C6234289,29,1,238,265.0,265.0,Hibernating Customers
33528,C6234414,34,1,267,860.0,860.0,Big Spenders
33529,C6234429,30,1,237,197.0,197.0,Hibernating Customers
33530,C6234445,28,1,133,80.0,80.0,Other
33531,C6234447,35,1,137,774.0,774.0,Other
33532,C6234532,40,1,207,148.0,148.0,Hibernating Customers
33533,C6234581,21,1,97,100.0,100.0,New Customers
33534,C6234628,27,1,96,100.0,100.0,New Customers
33535,C6234631,28,1,125,40.0,40.0,New Customers
33536,C6234636,28,1,131,681.0,681.0,Other
33537,C6234712,41,1,176,565.0,565.0,Big Spenders
33538,C6234750,27,1,358,150.0,150.0,Hibernating Customers
33539,C6234913,30,1,114,402.0,402.0,Other
33540,C6234920,19,1,298,50.0,50.0,Hibernating Customers
33541,C6234984,25,1,129,153.0,153.0,Other
33542,C6235153,27,1,146,50.0,50.0,Hibernating Customers
33543,C6235164,20,1,84,95.0,95.0,New Customers
33544,C6235177,42,1,207,445.0,445.0,Big Spenders
33545,C6235218,36,1,96,286.0,286.0,Other
33546,C6235233,27,1,137,979.0,979.0,Other
33547,C6235245,41,1,145,644.37,644.37,Big Spenders
33548,C6235372,24,1,125,200.0,200.0,Other
33549,C6235522,32,1,127,252.0,252.0,Other
33550,C6235523,23,1,135,200.0,200.0,Other
33551,C6235617,21,1,123,169.0,169.0,New Customers
33552,C6235622,27,1,109,500.0,500.0,Other
33553,C6235631,24,1,146,400.0,400.0,Big Spenders
33554,C6235683,27,1,114,340.0,340.0,Other
33555,C6235767,26,2,137,139.0,278.0,Other
33556,C6235787,40,1,139,736.0,736.0,Other
33557,C6235864,22,1,24,98.0,98.0,New Customers
33558,C6236022,22,1,135,260.0,260.0,Other
33559,C6236024,24,1,176,563.0,563.0,Big Spenders
33560,C6236058,25,1,358,100.0,100.0,Hibernating Customers
33561,C6236082,26,1,133,58.0,58.0,Other
33562,C6236127,28,1,176,120.0,120.0,Hibernating Customers
33563,C6236137,28,1,54,499.0,499.0,Other
33564,C6236150,27,1,176,289.0,289.0,Hibernating Customers
33565,C6236187,27,1,140,425.0,425.0,Big Spenders
33566,C6236320,24,1,146,175.0,175.0,Hibernating Customers
33567,C6236548,25,1,85,684.0,684.0,Other
33568,C6236644,28,1,267,160.0,160.0,Hibernating Customers
33569,C6236649,26,1,130,145.75,145.75,Other
33570,C6236690,28,1,237,199.0,199.0,Hibernating Customers
33571,C6236719,41,1,358,150.0,150.0,Hibernating Customers
33572,C6236749,30,1,145,280.0,280.0,Hibernating Customers
33573,C6236843,33,1,206,645.0,645.0,Big Spenders
33574,C6236846,24,1,126,35.0,35.0,New Customers
33575,C6236864,35,1,298,0.95,0.95,Hibernating Customers
33576,C6236870,27,1,136,686.4,686.4,Other
33577,C6236912,26,1,125,55.0,55.0,New Customers
33578,C6236930,26,1,134,10.0,10.0,Other
33579,C6236965,28,1,359,160.0,160.0,Hibernating Customers
33580,C6236975,38,1,177,155.5,155.5,Hibernating Customers
33581,C6237011,29,1,358,96.0,96.0,Hibernating Customers
33582,C6237050,23,1,299,122.0,122.0,Hibernating Customers
33583,C6237131,28,1,115,300.0,300.0,Other
33584,C6237145,37,1,131,530.0,530.0,Other
33585,C6237168,26,1,124,30.0,30.0,New Customers
33586,C6237265,25,1,123,30.0,30.0,New Customers
33587,C6237269,29,1,298,100.0,100.0,Hibernating Customers
33588,C6237290,24,1,98,250.0,250.0,Other
33589,C6237321,26,1,84,100.0,100.0,New Customers
33590,C6237345,33,1,359,200.0,200.0,Hibernating Customers
33591,C6237413,29,1,177,960.92,960.92,Big Spenders
33592,C6237567,28,1,328,35.0,35.0,Hibernating Customers
33593,C6237575,31,1,97,380.0,380.0,Other
33594,C6237661,22,1,177,99.0,99.0,Hibernating Customers
33595,C6237731,35,1,110,400.0,400.0,Other
33596,C6237778,29,1,139,11.14,11.14,Other
33597,C6237845,25,1,84,42.0,42.0,New Customers
33598,C6237974,28,1,206,296.0,296.0,Hibernating Customers
33599,C6237989,37,1,206,2.01,2.01,Hibernating Customers
33600,C6237991,32,1,267,975.0,975.0,Big Spenders
33601,C6238046,29,1,237,858.0,858.0,Big Spenders
33602,C6238069,25,1,129,30.0,30.0,Other
33603,C6238131,25,1,177,353.0,353.0,Big Spenders
33604,C6238154,27,1,115,207.0,207.0,Other
33605,C6238181,24,1,109,159.0,159.0,New Customers
33606,C6238232,21,1,84,23.0,23.0,New Customers
33607,C6238424,35,1,137,999.0,999.0,Other
33608,C6238475,39,1,108,100.0,100.0,New Customers
33609,C6238489,27,1,54,89.0,89.0,New Customers
33610,C6238564,34,1,133,280.0,280.0,Other
33611,C6238661,30,1,139,300.0,300.0,Other
33612,C6238678,31,1,129,50.0,50.0,Other
33613,C6238685,36,1,267,384.0,384.0,Big Spenders
33614,C6238744,19,1,98,50.0,50.0,New Customers
33615,C6239121,33,1,268,500.0,500.0,Big Spenders
33616,C6239158,27,1,85,535.46,535.46,Other
33617,C6239222,38,1,115,279.0,279.0,Other
33618,C6239551,31,1,145,45.0,45.0,Hibernating Customers
33619,C6239562,28,1,114,225.0,225.0,Other
33620,C6239586,26,1,327,288.0,288.0,Hibernating Customers
33621,C6239612,36,1,131,271.0,271.0,Other
33622,C6239617,23,1,299,60.0,60.0,Hibernating Customers
33623,C6239664,23,1,123,50.0,50.0,New Customers
33624,C6239725,30,1,23,600.0,600.0,Other
33625,C6239846,28,2,54,245.0,490.0,Other
33626,C6239867,29,1,127,10.0,10.0,New Customers
33627,C6240030,19,1,145,170.0,170.0,Hibernating Customers
33628,C6240043,30,1,131,15.0,15.0,Other
33629,C6240054,27,1,130,588.0,588.0,Other
33630,C6240114,25,1,238,362.0,362.0,Big Spenders
33631,C6240120,25,1,177,99.0,99.0,Hibernating Customers
33632,C6240136,38,1,176,265.0,265.0,Hibernating Customers
33633,C6240150,35,1,97,112.0,112.0,New Customers
33634,C6240164,32,1,54,299.0,299.0,Other
33635,C6240187,29,1,135,1.0,1.0,Other
33636,C6240216,24,1,298,500.0,500.0,Big Spenders
33637,C6240342,23,1,123,686.0,686.0,Other
33638,C6240469,23,1,23,30.0,30.0,New Customers
33639,C6240637,26,1,137,96.0,96.0,Other
33640,C6240665,31,1,177,101.0,101.0,Hibernating Customers
33641,C6240724,34,1,206,299.0,299.0,Big Spenders
33642,C6240738,34,1,207,300.0,300.0,Big Spenders
33643,C6240826,26,1,327,60.0,60.0,Hibernating Customers
33644,C6241049,26,1,146,9.0,9.0,Hibernating Customers
33645,C6241052,26,1,115,329.0,329.0,Other
33646,C6241062,28,1,108,41.0,41.0,New Customers
33647,C6241073,29,1,110,10.0,10.0,New Customers
33648,C6241113,31,1,298,281.0,281.0,Hibernating Customers
33649,C6241125,31,1,268,210.0,210.0,Hibernating Customers
33650,C6241151,25,1,177,10.0,10.0,Hibernating Customers
33651,C6241240,32,1,138,175.0,175.0,Other
33652,C6241345,33,1,177,413.0,413.0,Big Spenders
33653,C6241465,31,1,145,90.0,90.0,Hibernating Customers
33654,C6241470,25,1,359,20.0,20.0,Hibernating Customers
33655,C6241582,22,1,129,50.0,50.0,Other
33656,C6241630,23,1,24,227.0,227.0,Other
33657,C6241816,28,1,176,189.0,189.0,Hibernating Customers
33658,C6241970,23,1,134,400.0,400.0,Other
33659,C6241978,25,1,54,95.0,95.0,New Customers
33660,C6242017,40,1,109,50.0,50.0,New Customers
33661,C6242026,22,1,238,720.09,720.09,Big Spenders
33662,C6242048,23,1,84,100.0,100.0,New Customers
33663,C6242055,23,1,114,500.0,500.0,Other
33664,C6242141,29,1,299,900.0,900.0,Big Spenders
33665,C6242148,24,1,298,30.0,30.0,Hibernating Customers
33666,C6242322,31,1,124,82.0,82.0,New Customers
33667,C6242346,31,1,206,278.0,278.0,Hibernating Customers
33668,C6242369,28,1,139,554.01,554.01,Other
33669,C6242386,28,1,327,209.0,209.0,Hibernating Customers
33670,C6242485,31,1,126,156.69,156.69,New Customers
33671,C6242616,28,1,125,200.0,200.0,Other
33672,C6242683,23,1,237,388.0,388.0,Big Spenders
33673,C6242836,27,1,146,200.0,200.0,Hibernating Customers
33674,C6242889,27,1,206,17.85,17.85,Hibernating Customers
33675,C6242912,26,1,132,31.0,31.0,Other
33676,C6243585,24,1,145,120.0,120.0,Hibernating Customers
33677,C6244080,26,1,23,761.0,761.0,Other
33678,C6244126,29,1,327,822.0,822.0,Big Spenders
33679,C6244621,36,1,206,100.0,100.0,Hibernating Customers
33680,C6244778,22,1,141,304.1,304.1,Big Spenders
33681,C6244786,27,1,134,309.0,309.0,Other
33682,C6245175,24,1,207,775.0,775.0,Big Spenders
33683,C6245763,23,1,54,120.0,120.0,New Customers
33684,C6245960,34,1,298,200.0,200.0,Hibernating Customers
33685,C6246489,30,1,206,696.0,696.0,Big Spenders
33686,C6246858,23,1,145,1000.0,1000.0,Big Spenders
33687,C6247481,24,1,123,100.0,100.0,New Customers
33688,C6247491,24,1,136,50.0,50.0,Other
33689,C6248256,26,1,267,105.0,105.0,Hibernating Customers
33690,C6249515,32,1,141,200.0,200.0,Hibernating Customers
33691,C6249622,24,1,140,350.0,350.0,Big Spenders
33692,C6251552,30,1,328,996.0,996.0,Big Spenders
33693,C6252269,29,1,298,30.0,30.0,Hibernating Customers
33694,C6252952,27,1,85,255.0,255.0,Other
33695,C6253037,37,1,54,553.0,553.0,Other
33696,C6253278,29,2,54,160.0,320.0,Other
33697,C6253520,23,1,139,10.0,10.0,Other
33698,C6253727,34,1,268,50.0,50.0,Hibernating Customers
33699,C6254732,36,1,137,17.0,17.0,Other
33700,C6255275,21,1,138,141.39,141.39,Other
33701,C6255417,42,1,126,247.0,247.0,Other
33702,C6256081,35,1,84,115.0,115.0,New Customers
33703,C6256567,23,1,328,155.0,155.0,Hibernating Customers
33704,C6257069,33,1,96,600.0,600.0,Other
33705,C6257124,30,1,146,296.0,296.0,Hibernating Customers
33706,C6257271,30,1,132,500.0,500.0,Other
33707,C6257419,33,1,110,200.0,200.0,Other
33708,C6257754,25,1,135,84.6,84.6,Other
33709,C6259175,29,1,206,56.0,56.0,Hibernating Customers
33710,C6259577,36,1,135,200.0,200.0,Other
33711,C6259866,22,1,176,221.0,221.0,Hibernating Customers
33712,C6260519,22,1,327,1000.0,1000.0,Big Spenders
33713,C6261251,27,1,328,181.42,181.42,Hibernating Customers
33714,C6261830,33,1,134,91.59,91.59,Other
33715,C6261834,33,1,114,100.0,100.0,New Customers
33716,C6262221,29,1,145,88.0,88.0,Hibernating Customers
33717,C6264591,37,1,358,396.0,396.0,Big Spenders
33718,C6265013,29,1,267,200.0,200.0,Hibernating Customers
33719,C6265466,24,1,328,192.0,192.0,Hibernating Customers
33720,C6266437,32,1,268,250.0,250.0,Hibernating Customers
33721,C6267652,30,1,327,998.0,998.0,Big Spenders
33722,C6267885,23,1,139,50.0,50.0,Other
33723,C6268067,32,1,54,852.81,852.81,Other
33724,C6268974,28,1,105,249.0,249.0,Other
33725,C6269512,30,1,124,140.0,140.0,New Customers
33726,C6270056,28,1,24,359.0,359.0,Other
33727,C6270278,26,1,84,240.0,240.0,Other
33728,C6271752,28,1,176,500.0,500.0,Big Spenders
33729,C6272737,23,1,131,39.0,39.0,Other
33730,C6273654,27,1,129,34.0,34.0,Other
33731,C6273659,27,1,54,280.0,280.0,Other
33732,C6274979,25,1,137,78.0,78.0,Other
33733,C6275622,36,1,146,200.0,200.0,Hibernating Customers
33734,C6276352,26,1,127,725.0,725.0,Other
33735,C6277015,37,1,328,150.0,150.0,Hibernating Customers
33736,C6277126,36,1,105,30.0,30.0,New Customers
33737,C6277284,26,1,109,30.0,30.0,New Customers
33738,C6278167,23,1,24,100.0,100.0,New Customers
33739,C6278344,25,1,138,55.0,55.0,Other
33740,C6278843,29,1,359,400.0,400.0,Big Spenders
33741,C6279189,25,1,358,251.0,251.0,Hibernating Customers
33742,C6279489,26,1,133,770.25,770.25,Other
33743,C6280133,31,1,176,100.0,100.0,Hibernating Customers
33744,C6280966,24,1,123,50.0,50.0,New Customers
33745,C6281386,23,1,109,90.0,90.0,New Customers
33746,C6281813,26,1,268,1000.0,1000.0,Big Spenders
33747,C6282331,27,1,130,540.0,540.0,Other
33748,C6282332,26,1,206,50.0,50.0,Hibernating Customers
33749,C6282559,32,1,298,140.0,140.0,Hibernating Customers
33750,C6283826,34,1,54,50.0,50.0,New Customers
33751,C6283975,27,1,207,264.0,264.0,Hibernating Customers
33752,C6284424,38,1,141,197.0,197.0,Hibernating Customers
33753,C6284586,25,1,137,200.0,200.0,Other
33754,C6285817,28,1,127,227.0,227.0,Other
33755,C6286482,27,1,124,614.2,614.2,Other
33756,C6286747,26,1,115,431.0,431.0,Other
33757,C6288722,34,1,238,143.83,143.83,Hibernating Customers
33758,C6288871,34,1,127,450.0,450.0,Other
33759,C6290312,30,1,97,50.0,50.0,New Customers
33760,C6290318,25,1,130,70.0,70.0,Other
33761,C6290945,26,1,237,300.0,300.0,Big Spenders
33762,C6291464,29,1,238,200.0,200.0,Hibernating Customers
33763,C6294020,24,1,125,25.0,25.0,New Customers
33764,C6294369,33,1,206,42.0,42.0,Hibernating Customers
33765,C6295188,31,1,267,80.0,80.0,Hibernating Customers
33766,C6295458,29,1,54,400.0,400.0,Other
33767,C6295853,23,1,268,81.0,81.0,Hibernating Customers
33768,C6296266,24,1,327,190.0,190.0,Hibernating Customers
33769,C6296372,30,1,97,130.0,130.0,New Customers
33770,C6296811,24,1,268,200.0,200.0,Hibernating Customers
33771,C6297242,23,1,141,558.0,558.0,Big Spenders
33772,C6298270,19,1,137,118.0,118.0,Other
33773,C6298343,28,1,115,700.0,700.0,Other
33774,C6299135,30,1,133,80.0,80.0,Other
33775,C6299614,25,1,126,261.0,261.0,Other
33776,C6299912,24,1,115,899.0,899.0,Other
33777,C6310023,28,1,141,404.0,404.0,Big Spenders
33778,C6310044,35,1,105,20.0,20.0,New Customers
33779,C6310123,21,1,141,56.0,56.0,Hibernating Customers
33780,C6310145,23,1,176,30.0,30.0,Hibernating Customers
33781,C6310147,27,1,125,100.0,100.0,New Customers
33782,C6310149,30,1,358,150.0,150.0,Hibernating Customers
33783,C6310163,27,1,176,45.0,45.0,Hibernating Customers
33784,C6310186,24,1,123,355.0,355.0,Other
33785,C6310233,34,1,139,809.52,809.52,Other
33786,C6310243,28,1,84,400.0,400.0,Other
33787,C6310340,26,1,268,200.0,200.0,Hibernating Customers
33788,C6310358,29,1,268,750.27,750.27,Big Spenders
33789,C6310367,25,1,140,1000.0,1000.0,Big Spenders
33790,C6310439,32,1,125,257.0,257.0,Other
33791,C6310449,36,2,298,687.54,1375.08,Other
33792,C6310564,32,1,133,593.0,593.0,Other
33793,C6310574,32,1,298,1000.0,1000.0,Big Spenders
33794,C6310623,26,1,108,910.0,910.0,Other
33795,C6310645,31,1,177,306.0,306.0,Big Spenders
33796,C6310656,26,1,85,204.0,204.0,Other
33797,C6310724,38,1,84,606.66,606.66,Other
33798,C6310732,27,1,146,500.0,500.0,Big Spenders
33799,C6310735,24,1,299,100.0,100.0,Hibernating Customers
33800,C6310784,27,1,109,544.0,544.0,Other
33801,C6310823,28,2,237,76.0,152.0,Other
33802,C6310833,28,1,136,320.0,320.0,Other
33803,C6310938,42,1,85,850.0,850.0,Other
33804,C6310984,27,1,97,30.0,30.0,New Customers
33805,C6311050,31,1,126,367.0,367.0,Other
33806,C6311191,24,1,105,200.0,200.0,Other
33807,C6311238,26,1,23,195.0,195.0,Other
33808,C6311384,32,1,54,38.0,38.0,New Customers
33809,C6311414,34,1,84,311.0,311.0,Other
33810,C6311445,29,1,177,19.0,19.0,Hibernating Customers
33811,C6311456,26,1,128,179.0,179.0,Other
33812,C6311524,24,1,128,30.0,30.0,New Customers
33813,C6311551,28,1,129,31.0,31.0,Other
33814,C6311589,31,1,207,270.0,270.0,Hibernating Customers
33815,C6311635,36,1,133,560.5,560.5,Other
33816,C6311813,37,1,110,300.0,300.0,Other
33817,C6311871,31,1,358,30.0,30.0,Hibernating Customers
33818,C6311876,37,1,132,237.0,237.0,Other
33819,C6311886,31,1,146,200.0,200.0,Hibernating Customers
33820,C6312017,25,1,85,1.0,1.0,New Customers
33821,C6312055,25,1,206,109.5,109.5,Hibernating Customers
33822,C6312058,28,1,132,153.0,153.0,Other
33823,C6312061,37,1,328,621.0,621.0,Big Spenders
33824,C6312082,27,1,53,502.0,502.0,Other
33825,C6312150,26,1,126,37.0,37.0,New Customers
33826,C6312345,32,1,110,275.0,275.0,Other
33827,C6312387,25,1,298,600.0,600.0,Big Spenders
33828,C6312453,32,1,128,120.0,120.0,New Customers
33829,C6312484,26,1,139,190.0,190.0,Other
33830,C6312532,24,1,206,168.0,168.0,Hibernating Customers
33831,C6312629,28,2,105,254.0,508.0,Other
33832,C6313083,30,1,108,401.37,401.37,Other
33833,C6313114,25,1,238,100.0,100.0,Hibernating Customers
33834,C6313123,24,1,84,28.0,28.0,New Customers
33835,C6313178,27,1,24,50.0,50.0,New Customers
33836,C6313245,19,1,109,1.0,1.0,New Customers
33837,C6313343,28,1,23,50.0,50.0,New Customers
33838,C6313535,35,1,108,298.0,298.0,Other
33839,C6313550,29,1,133,345.0,345.0,Other
33840,C6313614,26,1,138,200.0,200.0,Other
33841,C6313641,24,1,177,562.0,562.0,Big Spenders
33842,C6313691,36,1,145,235.0,235.0,Hibernating Customers
33843,C6313723,28,1,138,199.0,199.0,Other
33844,C6313814,42,1,140,655.0,655.0,Big Spenders
33845,C6313932,35,1,238,48.0,48.0,Hibernating Customers
33846,C6313973,33,1,110,306.07,306.07,Other
33847,C6314029,27,1,141,65.0,65.0,Hibernating Customers
33848,C6314062,24,1,177,200.0,200.0,Hibernating Customers
33849,C6314151,29,1,128,500.0,500.0,Other
33850,C6314238,42,1,140,385.0,385.0,Big Spenders
33851,C6314241,24,1,299,100.0,100.0,Hibernating Customers
33852,C6314358,26,1,268,250.0,250.0,Hibernating Customers
33853,C6314372,38,1,358,1000.0,1000.0,Big Spenders
33854,C6314442,26,1,133,450.46,450.46,Other
33855,C6314464,28,1,133,777.0,777.0,Other
33856,C6314574,42,1,238,100.0,100.0,Hibernating Customers
33857,C6314614,30,1,141,190.0,190.0,Hibernating Customers
33858,C6314633,30,1,136,100.0,100.0,Other
33859,C6314644,31,1,109,50.0,50.0,New Customers
33860,C6314672,30,1,267,275.0,275.0,Hibernating Customers
33861,C6314772,35,1,134,150.0,150.0,Other
33862,C6314879,24,1,24,45.0,45.0,New Customers
33863,C6314933,33,1,129,20.0,20.0,Other
33864,C6314937,37,1,267,787.0,787.0,Big Spenders
33865,C6314966,25,1,115,350.0,350.0,Other
33866,C6314991,27,1,127,645.96,645.96,Other
33867,C6315065,24,1,108,115.0,115.0,New Customers
33868,C6315312,35,1,97,330.0,330.0,Other
33869,C6315413,26,1,54,50.0,50.0,New Customers
33870,C6315437,29,1,139,120.0,120.0,Other
33871,C6315514,31,1,140,800.0,800.0,Big Spenders
33872,C6315580,38,1,53,1000.0,1000.0,Other
33873,C6315637,28,1,24,20.0,20.0,New Customers
33874,C6315720,24,1,298,499.0,499.0,Big Spenders
33875,C6315734,31,1,268,222.0,222.0,Hibernating Customers
33876,C6315754,30,1,136,550.0,550.0,Other
33877,C6315827,28,1,84,200.0,200.0,Other
33878,C6315861,33,1,207,50.0,50.0,Hibernating Customers
33879,C6315868,24,1,114,100.0,100.0,New Customers
33880,C6315882,26,1,298,122.0,122.0,Hibernating Customers
33881,C6315913,34,1,115,42.0,42.0,New Customers
33882,C6315979,31,1,238,54.0,54.0,Hibernating Customers
33883,C6316024,25,1,238,47.0,47.0,Hibernating Customers
33884,C6316088,28,1,98,50.0,50.0,New Customers
33885,C6316112,27,1,136,60.0,60.0,Other
33886,C6316157,26,1,140,30.0,30.0,Hibernating Customers
33887,C6316254,26,1,134,8.0,8.0,Other
33888,C6316372,33,1,328,428.0,428.0,Big Spenders
33889,C6316383,28,1,146,109.0,109.0,Hibernating Customers
33890,C6316391,41,1,132,200.0,200.0,Other
33891,C6316426,28,1,176,200.0,200.0,Hibernating Customers
33892,C6316561,28,1,267,225.0,225.0,Hibernating Customers
33893,C6316635,32,1,146,271.35,271.35,Hibernating Customers
33894,C6316673,29,1,97,332.0,332.0,Other
33895,C6316784,27,1,238,405.0,405.0,Big Spenders
33896,C6316791,23,1,128,100.0,100.0,New Customers
33897,C6316864,32,1,109,409.95,409.95,Other
33898,C6316920,30,1,359,147.0,147.0,Hibernating Customers
33899,C6316927,22,1,176,500.0,500.0,Big Spenders
33900,C6316944,25,1,24,175.0,175.0,Other
33901,C6317118,27,1,84,180.0,180.0,Other
33902,C6317183,25,1,84,554.0,554.0,Other
33903,C6317272,26,1,359,101.0,101.0,Hibernating Customers
33904,C6317324,32,1,24,120.0,120.0,New Customers
33905,C6317389,26,2,97,601.0,1202.0,Other
33906,C6317425,24,1,139,309.76,309.76,Other
33907,C6317453,29,1,207,100.0,100.0,Hibernating Customers
33908,C6317613,34,1,109,100.0,100.0,New Customers
33909,C6317724,29,1,24,446.0,446.0,Other
33910,C6317787,36,1,135,100.0,100.0,Other
33911,C6317869,34,1,126,200.0,200.0,Other
33912,C6317965,33,1,298,111.28,111.28,Hibernating Customers
33913,C6317990,34,1,129,100.0,100.0,Other
33914,C6318091,26,1,327,50.0,50.0,Hibernating Customers
33915,C6318112,38,1,141,380.0,380.0,Big Spenders
33916,C6318164,40,1,207,500.0,500.0,Big Spenders
33917,C6318166,35,1,133,70.0,70.0,Other
33918,C6318256,30,1,146,35.0,35.0,Hibernating Customers
33919,C6318345,28,1,327,200.0,200.0,Hibernating Customers
33920,C6318353,27,1,23,98.0,98.0,New Customers
33921,C6318528,27,1,23,20.0,20.0,New Customers
33922,C6318544,34,1,134,500.0,500.0,Other
33923,C6318744,34,1,135,44.0,44.0,Other
33924,C6318867,25,1,237,199.0,199.0,Hibernating Customers
33925,C6318951,25,1,23,248.0,248.0,Other
33926,C6319041,23,1,141,34.0,34.0,Hibernating Customers
33927,C6319163,31,1,108,499.0,499.0,Other
33928,C6319221,26,1,359,100.0,100.0,Hibernating Customers
33929,C6319228,28,1,128,159.06,159.06,New Customers
33930,C6319237,28,1,126,100.0,100.0,New Customers
33931,C6319255,33,1,132,470.0,470.0,Other
33932,C6319422,30,1,84,200.0,200.0,Other
33933,C6319521,38,1,105,170.0,170.0,Other
33934,C6319550,21,1,358,856.0,856.0,Big Spenders
33935,C6319579,24,1,124,30.0,30.0,New Customers
33936,C6319718,31,1,267,200.0,200.0,Hibernating Customers
33937,C6319818,32,1,135,30.0,30.0,Other
33938,C6319852,42,1,53,340.0,340.0,Other
33939,C6319892,30,1,177,500.0,500.0,Big Spenders
33940,C6319948,30,1,137,289.0,289.0,Other
33941,C6319964,27,1,267,50.0,50.0,Hibernating Customers
33942,C6319983,29,1,23,300.0,300.0,Other
33943,C6319987,27,1,109,60.0,60.0,New Customers
33944,C6320017,32,1,126,140.0,140.0,New Customers
33945,C6320027,41,1,136,580.75,580.75,Other
33946,C6320037,24,1,136,1000.0,1000.0,Other
33947,C6320041,25,1,206,116.0,116.0,Hibernating Customers
33948,C6320341,33,1,123,300.0,300.0,Other
33949,C6320346,35,1,206,300.0,300.0,Big Spenders
33950,C6320374,23,1,85,106.5,106.5,New Customers
33951,C6320465,25,1,328,90.0,90.0,Hibernating Customers
33952,C6320476,31,1,132,249.0,249.0,Other
33953,C6320552,28,1,135,20.0,20.0,Other
33954,C6320713,30,1,298,332.0,332.0,Big Spenders
33955,C6320764,28,1,145,500.0,500.0,Big Spenders
33956,C6320773,25,1,238,74.0,74.0,Hibernating Customers
33957,C6320778,36,1,135,141.0,141.0,Other
33958,C6320841,29,1,238,100.0,100.0,Hibernating Customers
33959,C6320861,29,1,132,180.0,180.0,Other
33960,C6320915,38,1,140,300.0,300.0,Big Spenders
33961,C6320976,23,1,145,500.0,500.0,Big Spenders
33962,C6321063,27,1,115,1.0,1.0,New Customers
33963,C6321111,27,1,24,410.0,410.0,Other
33964,C6321178,21,1,140,436.0,436.0,Big Spenders
33965,C6321235,24,1,299,20.0,20.0,Hibernating Customers
33966,C6321259,24,1,207,17.0,17.0,Hibernating Customers
33967,C6321434,32,1,141,700.0,700.0,Big Spenders
33968,C6321481,26,1,146,300.0,300.0,Big Spenders
33969,C6321490,28,1,109,456.4,456.4,Other
33970,C6321612,28,1,135,220.0,220.0,Other
33971,C6321622,31,1,237,10.0,10.0,Hibernating Customers
33972,C6321641,22,1,130,419.0,419.0,Other
33973,C6321682,32,1,23,252.0,252.0,Other
33974,C6321726,39,1,105,337.0,337.0,Other
33975,C6321766,31,1,128,16.0,16.0,New Customers
33976,C6321787,28,1,176,230.0,230.0,Hibernating Customers
33977,C6321789,28,1,84,233.0,233.0,Other
33978,C6321853,28,1,359,323.0,323.0,Big Spenders
33979,C6321944,29,1,132,398.0,398.0,Other
33980,C6321956,22,1,23,99.0,99.0,New Customers
33981,C6322120,28,1,132,572.89,572.89,Other
33982,C6322159,39,1,129,200.0,200.0,Other
33983,C6322176,42,1,131,279.0,279.0,Other
33984,C6322182,19,2,177,288.25,576.5,Other
33985,C6322220,31,1,105,211.15,211.15,Other
33986,C6322311,25,1,299,600.0,600.0,Big Spenders
33987,C6322339,38,1,23,169.0,169.0,New Customers
33988,C6322344,27,1,299,430.0,430.0,Big Spenders
33989,C6322367,32,1,115,235.0,235.0,Other
33990,C6322370,24,1,53,230.0,230.0,Other
33991,C6322439,27,1,267,100.0,100.0,Hibernating Customers
33992,C6322484,34,1,131,424.0,424.0,Other
33993,C6322583,28,1,268,1000.0,1000.0,Big Spenders
33994,C6322821,38,1,131,29.0,29.0,Other
33995,C6322837,38,1,298,50.0,50.0,Hibernating Customers
33996,C6322859,22,1,267,319.95,319.95,Big Spenders
33997,C6322873,23,1,127,62.0,62.0,New Customers
33998,C6322918,33,1,115,330.0,330.0,Other
33999,C6322990,25,1,138,200.0,200.0,Other
34000,C6322991,24,1,140,28.0,28.0,Hibernating Customers
34001,C6323019,26,1,127,600.0,600.0,Other
34002,C6323024,24,1,24,120.0,120.0,New Customers
34003,C6323142,29,1,238,399.0,399.0,Big Spenders
34004,C6323164,26,1,207,30.0,30.0,Hibernating Customers
34005,C6323248,33,1,146,310.0,310.0,Big Spenders
34006,C6323313,33,1,267,345.0,345.0,Big Spenders
34007,C6323315,27,1,125,110.0,110.0,New Customers
34008,C6323335,30,1,136,900.0,900.0,Other
34009,C6323387,36,1,206,200.0,200.0,Hibernating Customers
34010,C6323512,23,1,176,114.0,114.0,Hibernating Customers
34011,C6323518,23,1,137,178.0,178.0,Other
34012,C6323526,25,1,327,50.0,50.0,Hibernating Customers
34013,C6323644,32,1,124,1.0,1.0,New Customers
34014,C6323676,27,1,114,250.0,250.0,Other
34015,C6323680,27,1,109,346.34,346.34,Other
34016,C6323772,33,1,298,354.0,354.0,Big Spenders
34017,C6323783,38,1,359,100.0,100.0,Hibernating Customers
34018,C6323791,30,1,145,277.0,277.0,Hibernating Customers
34019,C6323856,33,1,115,250.0,250.0,Other
34020,C6323886,27,1,138,200.0,200.0,Other
34021,C6323983,24,1,358,20.0,20.0,Hibernating Customers
34022,C6323987,26,1,108,500.0,500.0,Other
34023,C6324134,32,1,176,359.0,359.0,Big Spenders
34024,C6324150,25,1,145,378.0,378.0,Big Spenders
34025,C6324237,37,1,328,235.0,235.0,Hibernating Customers
34026,C6324245,29,1,298,600.0,600.0,Big Spenders
34027,C6324356,23,1,327,90.0,90.0,Hibernating Customers
